date,deaths weekly change,+2 Sigma,-2 Sigma
2021-06-16,75751.0,96528.06180128829,48264.030900644146
2021-06-17,69009.0,95628.09132154517,47814.04566077259
2021-06-18,66303.0,94622.98742979209,47311.493714896045
2021-06-19,64596.0,93526.47104683542,46763.23552341771
2021-06-20,61975.0,92434.26074906143,46217.130374530716
2021-06-21,61159.0,91398.613295257,45699.3066476285
2021-06-22,59568.0,90376.6951937722,45188.3475968861
2021-06-23,58755.0,89380.80947886252,44690.40473943126
2021-06-24,58107.0,88356.54759066555,44178.273795332774
2021-06-25,58097.0,87314.15275463345,43657.07637731673
2021-06-26,57493.0,86248.33814968773,43124.16907484386
2021-06-27,56886.0,85198.75480833605,42599.37740416802
2021-06-28,56467.0,84252.51466740224,42126.25733370112
2021-06-29,55608.0,83231.07833628014,41615.53916814007
2021-06-30,55260.0,82181.10180287324,41090.55090143662
2021-07-01,55355.0,81143.9165575478,40571.9582787739
2021-07-02,54384.0,80143.39576686316,40071.69788343158
2021-07-03,53758.0,79189.45552466219,39594.727762331095
2021-07-04,54290.0,78381.12638089355,39190.563190446774
2021-07-05,55110.0,77831.73085687052,38915.86542843526
2021-07-06,55563.0,77348.5480464436,38674.2740232218
2021-07-07,54953.0,76881.74204120583,38440.87102060291
2021-07-08,55084.0,76246.11383690897,38123.05691845449
2021-07-09,55294.0,75411.10567020482,37705.55283510241
2021-07-10,55050.0,74383.43265149415,37191.716325747075
2021-07-11,55937.0,73272.69605163344,36636.34802581672
2021-07-12,56716.0,72269.36020970835,36134.680104854175
2021-07-13,56419.0,71436.64363971472,35718.32181985736
2021-07-14,56570.0,70869.34959577714,35434.67479788857
2021-07-15,56214.0,70422.55382639272,35211.27691319636
2021-07-16,56451.0,70062.54276627858,35031.27138313929
2021-07-17,56906.0,69724.94203156597,34862.47101578298
2021-07-18,56456.0,69423.88414362916,34711.94207181458
2021-07-19,55474.0,69246.14591613322,34623.07295806661
2021-07-20,67950.0,69596.25021862325,34798.12510931162
2021-07-21,67908.0,70231.67300758537,35115.836503792685
2021-07-22,68247.0,71008.91508549282,35504.45754274641
2021-07-23,67306.0,71748.20693072128,35874.10346536064
2021-07-24,69463.0,72375.95137288168,36187.97568644084
2021-07-25,69693.0,72814.33622923131,36407.168114615655
2021-07-26,70306.0,72915.53706591517,36457.76853295758
2021-07-27,59428.0,73158.23024926554,36579.11512463277
2021-07-28,60999.0,73497.91891436694,36748.95945718347
2021-07-29,63003.0,73948.17963634965,36974.08981817483
2021-07-30,64786.0,74402.29630972793,37201.148154863964
2021-07-31,64434.0,74887.92017893532,37443.96008946766
2021-08-01,64261.0,75358.46026389569,37679.23013194784
2021-08-02,64630.0,75784.51832977051,37892.259164885254
2021-08-03,65092.0,76195.03958535213,38097.51979267607
2021-08-04,65437.0,76599.08998764398,38299.54499382199
2021-08-05,65586.0,77047.45620099665,38523.72810049832
2021-08-06,66635.0,77550.46130743307,38775.230653716535
2021-08-07,66353.0,78131.93653382115,39065.968266910575
2021-08-08,66723.0,78695.01976085847,39347.509880429236
2021-08-09,67147.0,79169.41290441279,39584.706452206396
2021-08-10,68313.0,79620.61142003792,39810.30571001896
2021-08-11,67691.0,80048.83099113851,40024.41549556926
2021-08-12,66995.0,80486.82870423394,40243.41435211697
2021-08-13,67719.0,80995.66536715871,40497.832683579356
2021-08-14,67798.0,81586.94214436728,40793.47107218364
2021-08-15,67575.0,82153.10025985722,41076.55012992861
2021-08-16,68374.0,82658.97921624944,41329.48960812472
2021-08-17,67579.0,82723.35882087037,41361.67941043519
2021-08-18,68422.0,82524.54295046559,41262.271475232796
2021-08-19,68759.0,82210.57525407853,41105.287627039266
2021-08-20,69088.0,82013.56295182204,41006.78147591102
2021-08-21,69188.0,81953.69214493375,40976.84607246688
2021-08-22,69478.0,82055.42922270497,41027.71461135249
2021-08-23,69828.0,82535.75112393183,41267.87556196591
2021-08-24,70179.0,82946.01317257978,41473.00658628989
2021-08-25,70687.0,83297.8346671957,41648.91733359785
2021-08-26,70772.0,83559.91438685598,41779.95719342799
2021-08-27,70638.0,83881.9419895278,41940.9709947639
2021-08-28,70368.0,84169.95432895518,42084.97716447759
2021-08-29,69657.0,84364.93951882629,42182.46975941314
